,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
138,Essendon,1/8 Glass St,1,u,310000,SP,Brad,20/05/2017,8.0,3040,1,1,1.0,845.0,45.0,1977.0,Moonee Valley,-37.7469,144.9206,Western Metropolitan,9264
139,Essendon,1/5 Thistle St,1,h,350000,VB,Jellis,22/04/2017,8.0,3040,1,1,1.0,46.0,34.79723765432098,1970.0,Moonee Valley,-37.7515,144.9125,Western Metropolitan,9264
140,Flemington,1/44 Ascot Vale Rd,2,u,390000,VB,Nelson,22/04/2017,4.4,3031,2,1,1.0,472.0,55.0,1960.0,Moonee Valley,-37.7851,144.922,Northern Metropolitan,3593
141,Footscray,8/11 Nicholson St,2,u,392500,PI,Sweeney,6/05/2017,6.4,3011,2,1,1.0,1783.0,34.79723765432098,1960.0,Maribyrnong,-37.7949,144.9007,Western Metropolitan,7570
142,Footscray,7/75 Droop St,2,u,360000,PI,McGrath,20/05/2017,6.4,3011,2,1,1.0,761.0,34.79723765432098,,Maribyrnong,-37.7953,144.8957,Western Metropolitan,7570
143,Glen Huntly,8/131 Grange Rd,1,u,260000,SP,Woodards,13/05/2017,10.4,3163,1,1,1.0,1162.0,44.0,1965.0,Glen Eira,-37.8911,145.0451,Southern Metropolitan,2403
144,Hawthorn,28/168 Power St,1,u,360000,PI,Woodards,8/04/2017,4.6,3122,1,1,1.0,6494.0,77.5,1965.0,Boroondara,-37.8254,145.0255,Southern Metropolitan,11308
145,Hawthorn,12/5 Summerlea Gr,1,u,275000,SP,hockingstuart,13/05/2017,4.6,3122,1,1,0.0,479.0,30.0,1970.0,Boroondara,-37.8292,145.0322,Southern Metropolitan,11308
146,Malvern East,7/696 Waverley Rd,1,u,267500,S,Ray,8/04/2017,11.2,3145,1,1,1.0,2410.0,34.79723765432098,,Stonnington,-37.8779,145.0873,Southern Metropolitan,8801
147,Niddrie,4/503 Keilor Rd,1,u,325000,PI,Nelson,20/05/2017,11.2,3042,1,1,1.0,710.0,58.0,2015.0,Moonee Valley,-37.7355,144.8874,Western Metropolitan,2291
148,Preston,3/152 Tyler St,1,u,385000,SP,Brad,29/04/2017,8.8,3072,1,1,1.0,896.0,65.0,2011.0,Darebin,-37.7316,145.0201,Northern Metropolitan,14577
149,Reservoir,2/87 Purinuan Rd,2,h,375000,PI,Nelson,20/05/2017,11.2,3073,2,1,1.0,101.0,67.0,1980.0,Darebin,-37.7091,145.0259,Northern Metropolitan,21650
150,Reservoir,42 Elinda Pl,2,u,395000,S,Stockdale,22/04/2017,11.2,3073,2,1,1.0,166.0,34.79723765432098,1990.0,Darebin,-37.6986,145.024,Northern Metropolitan,21650
151,Richmond,213/253 Bridge Rd,1,u,370000,SP,Biggin,8/04/2017,2.6,3121,1,1,1.0,3512.0,34.79723765432098,2011.0,Yarra,-37.8183,144.9979,Northern Metropolitan,14949
152,South Yarra,13/47 Marne St,1,u,390500,SP,hockingstuart,29/04/2017,3.3,3141,1,1,0.0,775.0,46.0,1960.0,Melbourne,-37.8354,144.984,Southern Metropolitan,14887
153,St Kilda,5/18 Barkly St,1,u,346000,SP,Buxton,6/05/2017,6.1,3182,1,1,1.0,678.0,34.79723765432098,,Port Phillip,-37.8585,144.983,Southern Metropolitan,13240
154,St Kilda,11/52 Alma Rd,1,u,320000,VB,hockingstuart,8/04/2017,6.1,3182,1,1,1.0,1036.0,34.79723765432098,,Port Phillip,-37.8607,144.9873,Southern Metropolitan,13240
155,St Kilda,22/14 Crimea St,1,u,350000,VB,hockingstuart,8/04/2017,6.1,3182,1,1,1.0,1236.0,34.79723765432098,1968.0,Port Phillip,-37.8585,144.9884,Southern Metropolitan,13240
156,Thornbury,199 Mansfield St,1,u,300000,SP,McGrath,22/04/2017,6.5,3071,1,1,1.0,948.0,34.79723765432098,1970.0,Darebin,-37.7577,145.0151,Northern Metropolitan,8870
157,West Footscray,4/667 Barkly St,1,u,375000,S,Burnham,8/04/2017,8.2,3012,1,1,1.0,60.0,34.79723765432098,1982.0,Maribyrnong,-37.7971,144.8703,Western Metropolitan,5058
158,West Footscray,4/38 Hampton Pde,2,u,266000,S,Sweeney,20/05/2017,8.2,3012,2,1,1.0,1059.0,65.0,1970.0,Maribyrnong,-37.8062,144.8665,Western Metropolitan,5058
159,Elsternwick,39/2 Gordon St,1,u,385000,S,Biggin,8/04/2017,8.5,3185,1,1,1.0,1851.0,34.79723765432098,,Glen Eira,-37.8822,144.9994,Southern Metropolitan,4898
160,Kensington,303/62 Altona St,1,u,355000,SP,Edward,8/04/2017,4.2,3031,1,1,1.0,2581.0,34.79723765432098,,Melbourne,-37.7979,144.9265,Northern Metropolitan,5263
161,Kensington,310/71 Henry St,1,u,380000,VB,Edward,29/04/2017,4.2,3031,1,1,1.0,2592.0,34.79723765432098,,Melbourne,-37.7961,144.9261,Northern Metropolitan,5263
162,Spotswood,4/36 Robert St,1,u,380000,S,Jas,8/04/2017,7.7,3015,1,1,1.0,89.0,37.0,1980.0,Hobsons Bay,-37.8291,144.8848,Western Metropolitan,1223
163,Brighton,36/568 New St,1,u,380000,VB,Chisholm,1/07/2017,10.5,3186,1,1,1.0,1993.0,46.0,2000.0,Bayside,-37.884679999999996,144.99722,Southern Metropolitan,10579
164,Dandenong,5/6 MacPherson St,2,u,348000,S,McLennan,1/07/2017,24.7,3175,2,1,0.0,156.0,34.79723765432098,,Greater Dandenong,-37.987120000000004,145.22262,South-Eastern Metropolitan,10894
165,Hawthorn,7/28 Elm St,1,u,395000,S,Peter,1/07/2017,5.3,3122,1,1,1.0,910.0,34.79723765432098,,Boroondara,-37.81333,145.01932,Southern Metropolitan,11308
166,Jacana,12/1051 Pascoe Vale Rd,2,t,390000,S,YPA,1/07/2017,14.0,3047,2,1,1.0,165.0,89.0,1995.0,Hume,-37.68582,144.91638,Northern Metropolitan,851
167,Maidstone,14/4 Crefden St,1,u,280000,VB,McGrath,1/07/2017,6.4,3012,1,1,1.0,3826.0,55.0,2009.0,Maribyrnong,-37.777570000000004,144.87232,Western Metropolitan,3873
168,Melton,38 Gretel Gr,4,h,320000,SP,Raine,1/07/2017,31.7,3337,4,2,1.0,547.0,200.0,1986.0,Melton,-37.690259999999995,144.57866,Western Victoria,3600
169,Rockbank,2013 Western Hwy,2,h,340000,SP,YPA,1/07/2017,23.8,3335,2,1,0.0,609.0,34.79723765432098,,Melton,-37.732890000000005,144.66615,Western Metropolitan,538
170,South Morang,7/7 Old Plenty Rd,3,u,386000,S,Millership,1/07/2017,20.5,3752,3,1,1.0,216.0,34.79723765432098,,Whittlesea,-37.644909999999996,145.09233,Northern Metropolitan,7969
171,St Kilda,7/27 Robe St,2,u,365000,VB,Rounds,1/07/2017,5.0,3182,2,1,1.0,881.0,49.0,1993.0,Port Phillip,-37.86476,144.97826,Southern Metropolitan,13240
172,Truganina,2/7 Cabarita St,2,t,385000,SP,Reliance,1/07/2017,18.4,3029,2,1,1.0,206.0,34.79723765432098,,Wyndham,-37.84219,144.71155,Western Metropolitan,5811
173,Wollert,6 Burley St,2,u,390000,S,Ray,1/07/2017,25.5,3750,2,1,1.0,197.0,34.79723765432098,,Whittlesea,-37.61401,145.03301000000002,Northern Metropolitan,2940
174,Balaclava,6/18 Orange Gr,1,u,290000,S,Jellis,3/06/2017,6.4,3183,1,1,1.0,880.0,34.79723765432098,,Port Phillip,-37.86752,144.99668,Southern Metropolitan,2952
175,Dandenong North,1/4 Rhoden Ct,2,u,305000,SP,Barry,3/06/2017,24.7,3175,2,1,1.0,141.0,73.0,1980.0,Greater Dandenong,-37.95431,145.20899,South-Eastern Metropolitan,8322
176,Melton,1 Irving Rd,4,h,400000,S,YPA,3/06/2017,31.7,3337,4,2,2.0,643.0,30.0,,Melton,-37.688340000000004,144.56803,Western Victoria,3600
177,Melton South,1 Tamar Dr,4,h,355000,S,Raine,3/06/2017,29.8,3338,4,2,1.0,766.0,147.0,1980.0,Melton,-37.69791,144.5807,Western Victoria,4718
178,Melton West,2 Fairbank Pl,5,h,355000,S,Raine,3/06/2017,31.7,3337,5,2,2.0,666.0,156.0,1976.0,Melton,-37.67523,144.55833,Northern Victoria,6065
179,Ormond,8/17 Arnott St,1,u,280000,SP,Thomson,3/06/2017,11.4,3204,1,1,1.0,821.0,33.0,1975.0,Glen Eira,-37.90296,145.04637,Southern Metropolitan,3578
180,Tullamarine,8/366 Melrose Dr,2,t,355000,S,Barry,3/06/2017,12.9,3043,2,1,1.0,108.0,34.79723765432098,,Hume,-37.68837,144.87122,Western Metropolitan,3296
181,Werribee,2/6 Pitta Cl,2,u,302500,S,Burnham,3/06/2017,14.7,3030,2,1,2.0,471.0,34.79723765432098,,Wyndham,-37.88275,144.66661000000002,Western Metropolitan,16166
182,Werribee,10 Wallara Rd,3,h,390000,S,Hayeswinckle,3/06/2017,14.7,3030,3,1,2.0,530.0,109.0,1987.0,Wyndham,-37.901109999999996,144.63302,Western Metropolitan,16166
183,Broadmeadows,3/11 Martell St,2,u,310000,S,Barry,17/06/2017,14.0,3047,2,1,1.0,171.0,90.0,2008.0,Hume,-37.68489,144.9212,Northern Metropolitan,4294
184,Broadmeadows,12 Ophir St,3,h,374000,S,Ray,17/06/2017,14.0,3047,3,1,2.0,635.0,34.79723765432098,,Hume,-37.692479999999996,144.93345,Northern Metropolitan,4294
185,Brunswick West,5/456 Albion St,1,u,312000,S,Jellis,17/06/2017,5.2,3055,1,1,1.0,406.0,40.0,1970.0,Moreland,-37.75847,144.94226,Northern Metropolitan,7082
186,Caulfield South,3/468 Kooyong Rd,1,u,295000,SP,Gary,17/06/2017,8.7,3162,1,1,1.0,811.0,34.79723765432098,,Glen Eira,-37.89614,145.01323,Southern Metropolitan,5051
187,Craigieburn,82 Bridgewater Rd,3,h,365000,S,Del,17/06/2017,20.6,3064,3,1,1.0,320.0,34.79723765432098,1980.0,Hume,-37.60608,144.92841,Northern Metropolitan,15510
188,Footscray,9/3 Gordon St,1,u,240000,SA,Trimson,17/06/2017,5.1,3011,1,1,1.0,1015.0,46.0,1970.0,Maribyrnong,-37.78778,144.89037,Western Metropolitan,7570
189,Langwarrin,6/30 Warrenwood Pl,2,u,400000,SP,Mindacom,17/06/2017,41.0,3910,2,1,1.0,196.0,34.79723765432098,2012.0,Frankston,-38.164390000000004,145.1978,Eastern Victoria,8743
190,Maribyrnong,6/82 Raleigh Rd,1,u,301000,S,Frank,17/06/2017,4.3,3032,1,1,1.0,887.0,45.0,1972.0,Maribyrnong,-37.76878,144.89197,Western Metropolitan,4918
191,Alphington,10/14 Yarralea St,1,h,330000,VB,Nelson,24/06/2017,5.7,3078,1,1,1.0,60.0,40.0,1970.0,Yarra,-37.784690000000005,145.03239,Northern Metropolitan,2211
192,Dallas,50 Kaniva St,3,h,310000,S,Raine,24/06/2017,14.0,3047,3,1,1.0,595.0,34.79723765432098,,Hume,-37.66648,144.93399,Northern Metropolitan,2246
193,Kensington,310/71 Henry St,1,u,395000,SP,Edward,24/06/2017,3.4,3031,1,1,1.0,2592.0,34.79723765432098,,Melbourne,-37.79609,144.92608,Northern Metropolitan,5263
194,Moonee Ponds,4/342 Ascot Vale Rd,1,u,286000,PI,Nelson,24/06/2017,6.2,3039,1,1,1.0,114.0,42.2,1970.0,Moonee Valley,-37.76911,144.92472,Western Metropolitan,6232
195,Murrumbeena,17/190 Murrumbeena Rd,1,u,357000,S,Gary,24/06/2017,10.1,3163,1,1,1.0,1382.0,34.79723765432098,,Glen Eira,-37.89792,145.06516000000002,Southern Metropolitan,4442
196,Reservoir,4/43 St Vigeons Rd,1,u,365000,SP,Ray,24/06/2017,12.0,3073,1,1,1.0,113.0,34.79723765432098,,Darebin,-37.70717,145.02643,Northern Metropolitan,21650
197,Richmond,15/104 Rowena Pde,1,u,355000,SP,Biggin,24/06/2017,2.4,3121,1,1,0.0,1082.0,34.79723765432098,1970.0,Yarra,-37.8211,144.99549,Northern Metropolitan,14949
198,Brunswick West,8/47 Murray St,1,u,263100,S,Frank,27/05/2017,5.2,3055,1,1,1.0,41.0,34.79723765432098,1975.0,Moreland,-37.75953,144.94093999999998,Northern Metropolitan,7082
199,Caulfield East,8/8 Tattenham St,2,u,300000,VB,Thomson,27/05/2017,8.4,3145,2,1,1.0,1961.0,34.79723765432098,1960.0,Glen Eira,-37.88299,145.04711,Southern Metropolitan,608
200,Craigieburn,2 Andover La,2,t,340000,S,Ray,27/05/2017,20.6,3064,2,1,1.0,197.0,34.79723765432098,,Hume,-37.57886,144.90816999999998,Northern Metropolitan,15510
201,Epping,2/12 Chettam St,3,u,380500,SP,Iconek,27/05/2017,19.6,3076,3,2,1.0,156.0,34.79723765432098,2013.0,Whittlesea,-37.6349,145.04041999999998,Northern Metropolitan,10926
202,Glenroy,7/56 Golf Links Rd,1,u,362500,SP,Brad,27/05/2017,11.2,3046,1,1,1.0,124.0,75.0,1980.0,Moreland,-37.70917,144.92291,Northern Metropolitan,8870
203,Lalor,3/103 Cyprus St,2,u,383000,S,Harcourts,27/05/2017,16.3,3075,2,1,2.0,138.0,34.79723765432098,,Whittlesea,-37.675270000000005,145.02775,Northern Metropolitan,8279
204,Maribyrnong,18/4 Wests Rd,2,u,353000,S,Biggin,27/05/2017,4.3,3032,2,1,1.0,4977.0,79.0,2000.0,Maribyrnong,-37.77367,144.88161000000002,Western Metropolitan,4918
205,Melton,14 Musk Ct,3,h,295000,SP,PRDNationwide,27/05/2017,31.7,3337,3,1,4.0,600.0,122.86,1975.0,Melton,-37.68734,144.58001000000002,Western Victoria,3600
206,Melton South,3 Francis St,4,h,347500,S,hockingstuart,27/05/2017,29.8,3338,4,2,1.0,587.0,149.0,1990.0,Melton,-37.69392,144.57468,Western Victoria,4718
207,Sunshine,4/136 Wright St,1,u,245000,SP,Douglas,27/05/2017,10.5,3020,1,1,1.0,44.0,34.79723765432098,,Brimbank,-37.79501,144.8262,Western Metropolitan,3755
208,Truganina,1/14 Stable Dr,3,u,390000,SP,Sweeney,27/05/2017,18.4,3029,3,2,1.0,289.0,138.0,2008.0,Wyndham,-37.84169,144.72333,Western Metropolitan,5811
209,Werribee,9 Jamieson Ct,3,h,372000,S,hockingstuart,27/05/2017,14.7,3030,3,1,1.0,239.0,34.79723765432098,,Wyndham,-37.88831,144.63942,Western Metropolitan,16166
210,Bacchus Marsh,4 Lidgett St,3,h,285000,S,Ryder,8/07/2017,37.5,3340,3,1,2.0,612.0,34.79723765432098,,Moorabool,-37.67344,144.43181,Western Victoria,2871
211,Broadmeadows,48 Walsh St,3,h,386000,S,hockingstuart,8/07/2017,14.0,3047,3,1,1.0,341.0,71.0,1965.0,Hume,-37.6886,144.92281,Northern Metropolitan,4294
212,Brunswick East,302/218 Lygon St,1,u,290000,VB,Dingle,8/07/2017,4.0,3057,1,1,0.0,197.0,41.0,2012.0,Moreland,-37.77165,144.97187,Northern Metropolitan,5533
213,Carnegie,5/12 Judith St,1,u,286000,PI,Gary,8/07/2017,10.1,3163,1,1,1.0,314.0,45.0,1960.0,Glen Eira,-37.903209999999994,145.0555,Southern Metropolitan,7822
214,Epping,6/7 Houston St,3,u,392250,S,Harcourts,8/07/2017,19.6,3076,3,1,1.0,227.0,101.0,,Whittlesea,-37.64836,145.03139,Northern Metropolitan,10926
215,Glenroy,4/71 Station Rd,2,t,400000,VB,Nelson,8/07/2017,11.2,3046,2,1,1.0,102.0,70.0,2012.0,Moreland,-37.711220000000004,144.91863,Northern Metropolitan,8870
216,Hampton Park,6 The Mews,3,h,400000,PI,Stockdale,8/07/2017,33.3,3976,3,1,1.0,301.0,98.0,1998.0,Casey,-38.0457,145.27395,South-Eastern Metropolitan,8256
217,Melton,22 Bittern St,3,h,373500,S,HAR,8/07/2017,31.7,3337,3,2,2.0,586.0,118.0,1980.0,Melton,-37.678309999999996,144.57342,Western Victoria,3600
218,Melton South,1/33 Staughton St,2,h,280500,S,Raine,8/07/2017,29.8,3338,2,1,1.0,180.0,34.79723765432098,1990.0,Melton,-37.70411,144.57159,Western Victoria,4718
219,Reservoir,24 Daleglen St,1,h,351000,SP,Harcourts,8/07/2017,12.0,3073,1,1,1.0,168.0,63.0,1950.0,Darebin,-37.69828,145.02184,Northern Metropolitan,21650
220,Dandenong,3/111 Clow St,2,u,370000,S,Stockdale,12/08/2017,24.7,3175,2,1,1.0,135.0,34.79723765432098,1990.0,Greater Dandenong,-37.98585,145.22651000000002,South-Eastern Metropolitan,10894
221,Forest Hill,4/13 Glen Valley Rd,1,h,360000,SP,Ray,12/08/2017,15.4,3131,1,1,1.0,76.0,34.79723765432098,1970.0,Whitehorse,-37.832209999999996,145.17117,Eastern Metropolitan,4385
222,Kurunjang,17 Narebar Ct,4,h,345000,S,Reliance,12/08/2017,31.7,3337,4,1,0.0,651.0,150.0,2000.0,Melton,-37.67028,144.59455,Northern Victoria,3553
223,Ormond,22/30 Lillimur Rd,1,u,370000,S,Woodards,12/08/2017,11.4,3204,1,1,1.0,2029.0,54.0,2009.0,Glen Eira,-37.90143,145.04183999999998,Southern Metropolitan,3578
224,Pascoe Vale,4/566 Pascoe Vale Rd,1,u,257500,S,Brad,12/08/2017,8.5,3044,1,1,1.0,995.0,35.0,1970.0,Moreland,-37.7237,144.92231999999998,Northern Metropolitan,7485
225,Reservoir,1/72 Pine St,1,u,325000,S,Barry,12/08/2017,12.0,3073,1,1,1.0,60.0,34.79723765432098,1970.0,Darebin,-37.71751,144.99849,Northern Metropolitan,21650
226,Brunswick West,10/3 Allard St,1,u,275000,VB,Jellis,15/07/2017,5.2,3055,1,1,1.0,1388.0,36.0,1970.0,Moreland,-37.7684,144.94214,Northern Metropolitan,7082
227,Caulfield North,4/7 Hudson St,1,u,361000,S,hockingstuart,15/07/2017,7.8,3161,1,1,1.0,60.0,53.0,1975.0,Glen Eira,-37.87972,145.03351,Southern Metropolitan,6923
228,Craigieburn,28/60 Cradle Mountain Dr,2,t,310000,PI,Ray,15/07/2017,20.6,3064,2,1,1.0,38.0,114.0,2013.0,Hume,-37.574670000000005,144.92229,Northern Metropolitan,15510
229,Fitzroy North,4/199 Barkly St,1,u,381000,SP,Nelson,15/07/2017,3.6,3068,1,1,1.0,454.0,34.79723765432098,,Yarra,-37.778690000000005,144.98578,Northern Metropolitan,6244
230,Melton South,13 Bridge Rd,3,h,341000,S,YPA,15/07/2017,29.8,3338,3,2,4.0,578.0,34.79723765432098,,Melton,-37.71432,144.57431,Western Victoria,4718
231,Melton South,15 Kurrajong Cr,3,h,336000,S,hockingstuart,15/07/2017,29.8,3338,3,1,1.0,580.0,116.0,1975.0,Melton,-37.70153,144.57243,Western Victoria,4718
232,Seaford,14/10 Claude St,2,t,386000,S,hockingstuart,15/07/2017,35.4,3198,2,1,1.0,150.0,106.0,1970.0,Frankston,-38.12477,145.13668,South-Eastern Metropolitan,8077
233,South Morang,16/74 Thomas St,2,t,345000,SP,Harcourts,15/07/2017,20.5,3752,2,1,1.0,305.0,131.0,1999.0,Whittlesea,-37.6522,145.09261,Northern Metropolitan,7969
234,Thornbury,12/45 Woolton Av,1,u,328000,S,Woodards,15/07/2017,7.0,3071,1,1,1.0,1047.0,34.79723765432098,1970.0,Darebin,-37.76105,144.99532,Northern Metropolitan,8870
235,Werribee,2/50 Tower Rd,2,h,335000,S,Greg,15/07/2017,14.7,3030,2,1,1.0,190.0,113.0,1980.0,Wyndham,-37.90423,144.67008,Western Metropolitan,16166
236,West Footscray,3/30 Beaumont Pde,1,h,280000,VB,Jas,15/07/2017,6.4,3012,1,1,1.0,45.0,34.79723765432098,1970.0,Maribyrnong,-37.80728,144.86702,Western Metropolitan,5058
237,West Melbourne,310/53 Batman St,1,u,380000,SP,MICM,15/07/2017,3.1,3003,1,1,0.0,68.0,34.79723765432098,,Melbourne,-37.810959999999994,144.95147,Northern Metropolitan,2230
238,Aberfeldie,6/39 St Kinnord St,1,u,310000,S,Brad,22/07/2017,7.5,3040,1,1,1.0,1715.0,34.79723765432098,1970.0,Moonee Valley,-37.75882,144.9027,Western Metropolitan,1543
239,Kurunjang,8 Carberry Dr,4,h,362000,SP,hockingstuart,22/07/2017,31.7,3337,4,2,2.0,685.0,141.0,1970.0,Melton,-37.67277,144.59643,Northern Victoria,3553
240,Kurunjang,44 Greenhills Dr,3,h,330000,SP,PRDNationwide,22/07/2017,31.7,3337,3,1,1.0,654.0,34.79723765432098,,Melton,-37.67195,144.5788,Northern Victoria,3553
241,Melton South,30 Bennett St,3,h,375000,S,Raine,22/07/2017,29.8,3338,3,1,2.0,584.0,34.79723765432098,1983.0,Melton,-37.712109999999996,144.57703999999998,Western Victoria,4718
242,Melton South,8 Charles Ct,3,h,326000,S,hockingstuart,22/07/2017,29.8,3338,3,1,1.0,611.0,115.0,1985.0,Melton,-37.69467,144.57827,Western Victoria,4718
243,Melton South,6 Denny Pl,3,h,400000,SP,YPA,22/07/2017,29.8,3338,3,2,2.0,800.0,34.79723765432098,,Melton,-37.71691,144.57108,Western Victoria,4718
244,Melton West,33 Westmelton Dr,3,h,371500,S,Raine,22/07/2017,31.7,3337,3,2,0.0,582.0,34.79723765432098,,Melton,-37.6773,144.565,Northern Victoria,6065
245,Mordialloc,3/2 Woods Av,1,u,309000,S,Barry,22/07/2017,21.5,3195,1,1,1.0,57.0,42.0,1978.0,Kingston,-38.00331,145.09425,South-Eastern Metropolitan,3650
246,Northcote,304/481 High St,1,u,352500,S,Ray,22/07/2017,5.3,3070,1,1,1.0,1279.0,34.79723765432098,,Darebin,-37.7662,144.99907,Northern Metropolitan,11364
247,Preston,5/49 Austral Av,1,u,250000,PI,hockingstuart,22/07/2017,8.4,3072,1,1,1.0,631.0,34.0,1965.0,Darebin,-37.74495,144.99322,Northern Metropolitan,14577
248,Preston,1/70 Bruce St,1,u,392000,S,Harcourts,22/07/2017,8.4,3072,1,1,1.0,629.0,41.0,1965.0,Darebin,-37.741440000000004,144.99326000000002,Northern Metropolitan,14577
249,Reservoir,9/23 Ashley St,2,h,320000,PI,Ray,22/07/2017,12.0,3073,2,1,1.0,89.0,65.0,1965.0,Darebin,-37.717659999999995,145.00132,Northern Metropolitan,21650
250,Werribee,8 Centenary Cr,3,h,383000,S,Greg,22/07/2017,14.7,3030,3,1,2.0,548.0,95.0,1960.0,Wyndham,-37.8889,144.65743999999998,Western Metropolitan,16166
251,Wollert,34 Tindales Rd,3,h,400000,S,Harcourts,22/07/2017,25.5,3750,3,2,1.0,213.0,34.79723765432098,2015.0,Whittlesea,-37.60983,145.03874,Northern Metropolitan,2940
252,Albion,2/20 Talmage St,2,t,340000,S,Bells,29/07/2017,10.5,3020,2,1,1.0,100.0,34.79723765432098,,Brimbank,-37.77956,144.82519,Western Metropolitan,2185
253,Carnegie,13/1150 Dandenong Rd,1,u,316000,PI,Ray,29/07/2017,10.1,3163,1,1,1.0,1978.0,34.79723765432098,,Glen Eira,-37.885059999999996,145.06411,Southern Metropolitan,7822
254,Craigieburn,66 Willmott Dr,3,h,390000,S,Ray,29/07/2017,20.6,3064,3,1,1.0,301.0,109.0,2001.0,Hume,-37.58739,144.92619,Northern Metropolitan,15510
255,Kurunjang,55 Dunvegan Dr,3,h,375000,SP,hockingstuart,29/07/2017,31.7,3337,3,2,1.0,637.0,131.0,1980.0,Melton,-37.66195,144.59785,Northern Victoria,3553
256,Meadow Heights,2/11 Dutton Ct,3,t,360000,SP,RW,29/07/2017,17.4,3048,3,1,1.0,154.0,108.0,2008.0,Hume,-37.64992,144.91883,Northern Metropolitan,4704
257,Melton South,24 Blaxland Rd,3,h,300000,S,Reliance,29/07/2017,29.8,3338,3,1,1.0,585.0,34.79723765432098,,Melton,-37.71195,144.57235,Western Victoria,4718
258,Melton South,48 Manson Dr,3,h,385000,S,YPA,29/07/2017,29.8,3338,3,1,2.0,670.0,124.0,1975.0,Melton,-37.70228,144.57688000000002,Western Victoria,4718
259,Roxburgh Park,24 Centaurus Av,3,h,393200,S,Raine,29/07/2017,20.6,3064,3,1,1.0,400.0,34.79723765432098,,Hume,-37.62464,144.9345,Northern Metropolitan,5833
260,Sunbury,1/6 Anthony St,2,u,360000,SP,Brad,29/07/2017,31.7,3429,2,1,1.0,143.0,112.0,1999.0,Hume,-37.57063,144.70693,Western Metropolitan,14092
261,Werribee,13b Kingfisher Ct,3,u,394000,PI,hockingstuart,29/07/2017,14.7,3030,3,2,4.0,287.0,137.0,2013.0,Wyndham,-37.87895,144.6707,Western Metropolitan,16166
262,Epping,7/12 Kirkland Ct,3,h,375000,SP,RW,9/09/2017,19.6,3076,3,1,1.0,167.0,34.79723765432098,2011.0,,-37.630109999999995,145.02936,Northern Metropolitan,10926
263,Epping,10/81 Rufus St,2,u,291000,S,HAR,9/09/2017,19.6,3076,2,1,1.0,161.0,34.79723765432098,,,-37.64888,145.02313,Northern Metropolitan,10926
264,Sunbury,3 Kemp Pl,3,h,388000,S,L,9/09/2017,31.7,3429,3,1,0.0,650.0,114.0,,,-37.57281,144.70015,Western Metropolitan,14092
265,Meadow Heights,25 Darebin Ct,3,h,370000,S,YPA,16/09/2017,17.4,3048,3,1,1.0,784.0,95.0,1978.0,,-37.658770000000004,144.91191,Northern Metropolitan,4704
266,Roxburgh Park,21 Orion Wy,3,h,380000,S,Raine,16/09/2017,20.6,3064,3,1,1.0,372.0,92.0,2000.0,,-37.62388,144.93701000000001,Northern Metropolitan,5833
267,Wallan,14 Danaher Av,3,h,366000,S,Ray,16/09/2017,44.2,3756,3,1,1.0,502.0,77.0,1978.0,,-37.40853,144.97749,Northern Victoria,3988
268,Brunswick East,7/226 Glenlyon Rd,1,u,320000,S,Jellis,19/08/2017,4.0,3057,1,1,1.0,682.0,34.0,1980.0,,-37.7734,144.97686000000002,Northern Metropolitan,5533
269,Roxburgh Park,21 Rossiter Av,3,h,400000,S,Red,19/08/2017,20.6,3064,3,1,2.0,368.0,34.79723765432098,,,-37.63693,144.92581,Northern Metropolitan,5833
270,Carnegie,12/40 Woorayl St,1,u,381000,S,Ray,23/09/2017,10.1,3163,1,1,1.0,2048.0,55.0,1970.0,,-37.88642,145.05979,Southern Metropolitan,7822
271,Doreen,11 Rove La,2,h,365500,SP,The,23/09/2017,25.9,3754,2,1,2.0,184.0,34.79723765432098,,,-37.60835,145.12073,Northern Victoria,7254
272,Melton,118 Barries Rd,3,h,283000,S,FN,23/09/2017,31.7,3337,3,1,0.0,362.0,19.0,1976.0,,-37.68755,144.56887,Western Victoria,3600
273,Richmond,201/77 Abinger St,1,u,400000,VB,Marshall,23/09/2017,2.4,3121,1,1,1.0,4425.0,51.0,2012.0,,-37.82009,145.0038,Northern Metropolitan,14949
274,Hoppers Crossing,3/14 Moffatt Cr,2,u,315000,S,Triwest,26/08/2017,18.4,3029,2,1,1.0,150.0,34.79723765432098,,,-37.87715,144.69863,Western Metropolitan,13830
275,Melton South,1 Fraser St,3,h,395000,S,YPA,26/08/2017,29.8,3338,3,1,1.0,649.0,105.0,1975.0,,-37.69891,144.57645,Western Victoria,4718
276,Tarneit,27 McMahon Cr,3,h,350000,VB,S&L,26/08/2017,18.4,3029,3,1,1.0,466.0,103.0,2003.0,,-37.86744,144.65608999999998,Western Metropolitan,10160
277,Abbotsford,6/241 Nicholson St,1,u,300000,S,Biggin,8/10/2016,2.5,3067,1,1,1.0,309.9691358024691,34.79723765432098,,Yarra,-37.8008,144.9973,Northern Metropolitan,4019
278,Alphington,5/5 Yarana Rd,2,u,390000,VB,Nelson,22/05/2016,6.4,3078,2,1,1.0,309.9691358024691,60.0,1960.0,Darebin,-37.7773,145.0314,Northern Metropolitan,2211
